followers;genres;popularity;nationality;sex;group;founded;born;first_release;last_release;died;compilations;total_albums;total_appears_on;total_singles;total_tracks
580078;['edm', 'progressive house', 'progressive trance'];70;uk;G;1;2000.0;;2008-07-10;2020-05-31;;0;50;0;0;1095
395152;['bossa nova', 'forro', 'mpb'];62;brazil;M;0;;1942.0;1969-01-01;2019-01-21;99.0;0;50;0;0;855
307931;['brasilia hip hop', 'brazilian edm', 'funk carioca'];59;brazil;M;0;;1995.0;2016-10-14;2020-05-27;99.0;0;0;9;48;54
287909;['chanson', 'french pop', 'variete francaise'];59;france;M;0;;1959.0;1989-01-16;2019-12-06;99.0;1;27;4;18;483
881041;['italian arena pop', 'italian pop'];61;italy;F;0;;1992.0;2011-05-10;2020-05-29;99.0;3;3;32;28;86
738417;['italian hip hop'];64;italy;M;0;;1994.0;2015-07-07;2020-05-29;99.0;1;5;27;17;116
957175;['metal', 'power metal', 'swedish metal'];75;sweden;G;1;1999.0;;2007-01-01;2020-05-08;;4;37;4;9;614
231941;['brostep', 'catstep', 'complextro'];58;germany;M;0;;1994.0;2012-06-19;2020-05-22;99.0;1;2;8;43;140
369224;['italian progressive rock', 'operatic pop'];60;italy;G;1;2009.0;;2010-01-01;2019-11-27;;0;39;0;11;615
242707;['contemporary country', 'country', 'country road'];63;us;M;0;;1979.0;1999-11-30;2020-04-10;99.0;0;12;2;24;179
313453;['regional mexican pop'];57;mexico;G;1;2015.0;;2017-01-09;2020-05-29;;3;3;5;7;46
1090094;['classic country pop', 'country', 'country rock'];74;us;M;0;;1933.0;1998-07-28;2019-06-21;99.0;0;50;0;0;939
914444;['french hip hop', 'rap conscient'];72;france;M;0;;1991.0;2013-11-03;2020-04-09;99.0;7;9;32;16;164
928025;['melodic rap', 'trap'];72;us;M;0;;1999.0;2018-08-02;2020-05-20;99.0;0;6;27;26;137
279159;['alternative dance', 'australian alternative rock', 'australian dance'];62;australia;G;1;1997.0;;2000-01-01;2020-03-18;;1;5;4;11;122
406785;['colombian hip hop', 'colombian pop', 'cumbia'];67;colombia;G;1;2000.0;;2010-02-03;2020-05-29;;6;9;17;26;157
218163;['arabesk', 'deep turkish pop', 'turkish folk'];55;turkey;M;0;;1972.0;1997-05-21;2020-04-21;99.0;16;15;28;12;221
595196;['boogaloo', 'latin', 'latin jazz'];60;puerto rico;G;1;1962.0;;1995-05-17;2020-04-17;;0;50;0;0;769
293544;['dance pop', 'indie pop rap', 'indie poptimism'];63;us;G;1;2010.0;;2010-12-13;2019-02-22;;0;9;0;41;190
207690;['cumbia', 'vallenato'];45;colombia;M;0;;1949.0;1995-05-11;2020-01-23;99.0;9;26;19;6;380
315564;['polish hip hop', 'polish trap'];63;poland;M;0;;1996.0;2015-01-01;2020-04-24;99.0;1;6;23;29;113
3391397;['album rock', 'blues rock', 'classic rock'];76;uk;M;0;;1945.0;1970-01-08;2020-04-09;99.0;0;50;0;0;772
5358174;['colombian pop', 'latin', 'latin pop'];80;colombia;G;1;2011.0;;2012-12-07;2020-05-07;;9;3;16;33;82
266357;['latin jazz', 'salsa', 'salsa international'];55;puerto rico;M;0;;1942.0;1978-08-22;2019-11-23;99.0;0;48;0;2;591
8384805;['dance pop', 'pop', 'post-teen pop'];83;us;F;0;;1979.0;2000-04-04;2019-10-11;99.0;0;19;0;31;330
1268090;['axe', 'pagode', 'sertanejo'];62;brazil;G;0;;2001.0;2005-01-01;2020-04-17;99.0;1;15;17;23;302
4109629;['cantautor', 'latin', 'latin arena pop'];78;spain;M;0;;1968.0;1991-09-26;2020-05-19;99.0;0;44;0;6;769
224209;['cantautor', 'latin pop', 'spanish pop'];59;spain;G;1;1997.0;;1998-02-20;2020-01-17;;0;12;26;12;164
429370;['atl hip hop', 'crunk', 'dirty south rap'];66;us;M;0;;1980.0;2006-01-01;2020-03-04;99.0;2;8;20;24;162
775078;['brazilian rock', 'mpb', 'rock gaucho'];59;brazil;M;0;;1962.0;2001-01-01;2020-05-12;99.0;14;7;30;14;129
982628;['classic rock', 'psychedelic rock', 'rock'];52;us;M;0;;1943.0;1998-06-07;2020-05-12;1971.0;23;2;35;2;18
478180;['modern alternative rock', 'modern rock', 'rock'];73;canada;M;0;;1993.0;2016-09-15;2020-05-22;99.0;3;0;13;34;68
350122;['axe', 'forro', 'funk carioca'];60;brazil;G;1;1993.0;;1999-03-30;2020-05-28;;5;16;6;28;286
354642;['belgian singer-songwriter', 'chanson', 'french rock'];59;belgium;M;0;;1929.0;1968-01-01;2016-03-25;1978.0;0;50;0;0;1034
460266;['italian alternative', 'italian arena pop', 'italian pop'];62;italy;F;0;;1995.0;2012-01-13;2020-03-13;99.0;12;4;28;17;77
307662;['album rock', 'art rock', 'hard rock'];55;uk;G;1;1981.0;;1982-01-01;2020-05-09;;16;22;20;3;327
304014;['disco house', 'german techno', 'progressive house'];59;germany;M;0;;1971.0;2012-10-15;2020-04-17;99.0;0;50;0;0;1007
301748;['teen pop'];48;us;M;0;;1997.0;2014-06-06;2020-05-15;99.0;0;7;0;43;174
237793;['brazilian punk', 'brazilian rock', 'mpb'];48;brazil;M;0;;1957.0;1985-08-23;2019-12-16;99.0;7;17;20;16;286
1046247;['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop'];67;us;F;0;;1992.0;2011-01-01;2019-05-31;99.0;22;3;22;24;78
1665429;['cantautor', 'nueva cancion', 'rock en espanol'];73;spain;M;0;;1949.0;1978-01-01;2019-09-20;99.0;0;48;0;2;793
374708;['crunk', 'dirty south rap', 'gangster rap'];63;us;M;0;;1973.0;1999-09-14;2020-04-11;99.0;0;33;0;17;619
537173;['german hip hop', 'german pop', 'german reggae'];67;germany;G;1;1998.0;;2000-01-01;2019-10-04;;2;12;10;33;293
242750;['cali rap', 'gangster rap', 'hyphy'];55;us;M;0;;1970.0;2003-10-21;2016-03-01;2004.0;0;50;0;0;939
511028;['canadian hip hop', 'dark trap', 'vapor trap'];82;canada;M;0;;1995.0;2017-11-10;2020-05-29;99.0;0;4;0;46;100
760259;['forro', 'sertanejo pop'];63;brazil;M;0;;1994.0;2016-07-15;2020-05-22;99.0;2;2;25;32;98
568307;['banda', 'regional mexican', 'regional mexican pop'];58;us;M;0;;1996.0;2013-01-31;2020-05-22;99.0;3;4;13;26;81
428327;['chicago rap', 'melodic rap', 'rap'];73;us;M;0;;1999.0;2017-07-12;2020-05-22;99.0;0;4;30;27;94
486321;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];52;brazil;M;0;;1991.0;2014-11-08;2020-05-28;99.0;0;6;18;38;131
284202;['k-hop', 'k-pop', 'korean r&b'];64;south korea;M;0;;1993.0;2017-02-03;2020-03-03;99.0;1;4;4;15;60
1178076;['trap espanol'];73;spain;M;0;;1995.0;2016-10-18;2020-05-09;99.0;0;1;10;41;73
4573612;['folk brasileiro', 'nova mpb', 'pop nacional'];75;brazil;G;1;2015.0;;2015-02-04;2020-05-22;;34;4;34;12;69
2078159;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];76;brazil;M;0;;1997.0;2015-03-24;2020-05-29;99.0;1;5;12;33;96
243156;['anthem worship', 'ccm', 'christian alternative rock'];56;us;G;1;2003.0;;2009-08-25;2020-04-17;;24;6;26;5;93
266502;[''];65;us;M;0;;1981.0;2009-11-25;2020-01-23;99.0;19;2;33;16;39
1660375;['desi pop', 'filmi', 'indian folk'];63;india;M;0;;1957.0;2013-09-24;2020-01-09;99.0;0;50;0;0;455
233827;['chicano rap', 'g funk', 'gangster rap'];57;us;M;0;;1975.0;1997-11-24;2020-03-30;99.0;0;22;0;28;346
447133;['gangster rap', 'harlem hip hop', 'hip hop'];66;us;M;0;;1988.0;2010-07-15;2020-05-26;99.0;1;21;7;26;385
1411224;[''];57;us;M;0;;1962.0;1990-01-01;2020-02-01;99.0;20;3;46;3;43
337013;['french hip hop', 'pop urbaine', 'rap antillais'];62;france;M;0;;1988.0;2007-01-01;2020-05-14;99.0;0;17;0;33;373
380842;['bebop', 'big band', 'contemporary post-bop'];56;us;M;0;;1920.0;1994-05-09;2020-05-01;1955.0;0;50;0;0;1357
913025;['francoton', 'french hip hop', 'pop urbaine'];67;france;M;0;;1992.0;2017-10-11;2020-05-14;99.0;27;5;31;14;111
1249751;['colombian pop', 'dominican pop', 'ecuadorian pop'];59;colombia;G;1;2011.0;;2011-07-01;2020-05-08;;7;1;13;39;54
515737;['hollywood', 'show tunes'];73;australia;M;0;;1968.0;1998-01-01;2016-10-26;99.0;20;0;35;2;2
493841;['alternative r&b', 'pop', 'trap soul'];70;canada;G;1;2011.0;;2014-07-17;2020-02-28;;11;2;32;10;40
2317196;['italian hip hop', 'milan indie', 'rap tunisien'];76;italy;M;0;;1993.0;2016-10-14;2020-05-29;99.0;0;8;13;15;144
1066908;['latin', 'latin hip hop', 'reggaeton'];65;puerto rico;G;1;1988.0;;2006-01-01;2020-04-17;;9;2;35;27;57
203146;['girl group', 'house', 'post-teen pop'];59;uk;G;1;2012.0;;2012-01-01;2020-03-06;;1;0;3;47;83
280283;['german alternative rap', 'german hip hop', 'german pop'];60;germany;M;0;;1977.0;2001-01-01;2020-04-01;99.0;1;24;3;25;545
784102;['cumbia', 'latin alternative', 'latin rock'];66;colombia;G;1;2005.0;;2008-01-08;2020-05-29;;1;13;12;31;213
486213;['conscious hip hop', 'dirty south rap', 'gangster rap'];60;us;M;0;;1970.0;1991-01-01;2020-04-17;99.0;0;41;0;9;640
328800;['deep underground hip hop', 'indie pop rap', 'pop rap'];67;us;M;0;;1988.0;2011-01-12;2020-05-27;99.0;0;9;0;41;174
217169;['gangster rap', 'hip hop', 'hyphy'];50;us;M;0;;1970.0;1998-01-01;2020-04-04;99.0;2;11;29;17;211
383395;['alternative hip hop'];60;us;M;0;;1977.0;2005-01-01;2020-05-22;99.0;4;4;30;20;121
1837374;['canadian folk', 'canadian singer-songwriter', 'folk'];71;canada;M;0;;1934.0;1967-01-01;2019-12-13;2016.0;0;42;0;8;513
541343;['classic bollywood', 'desi pop', 'filmi'];53;india;M;0;;1941.0;2004-03-22;2020-02-14;2011.0;0;50;0;0;676
2709595;['brazilian hip hop', 'brazilian reggae', 'brazilian rock'];68;brazil;G;1;1993.0;;1994-10-19;2017-12-08;;0;15;13;22;265
215102;['bolero', 'mariachi', 'ranchera'];59;mexico;G;1;1898.0;;2003-06-06;2020-04-06;;0;50;0;0;695
221394;['axe', 'pagode', 'sertanejo universitario'];54;brazil;G;1;1995.0;;1993-02-12;2020-05-22;;0;10;26;14;178
764284;['dance pop', 'pop', 'pop rap'];72;us;G;1;2014.0;;2012-01-01;2020-05-14;;9;5;10;29;93
208109;['axe', 'bossa nova', 'forro'];60;brazil;F;0;;1951.0;1979-03-30;2020-03-06;99.0;0;45;0;5;660
875472;['dance pop', 'romanian pop'];67;romania;F;0;;1986.0;2013-01-01;2019-12-04;99.0;0;50;0;0;729
278852;['desi pop', 'filmi', 'modern bollywood'];61;india;M;0;;1980.0;2014-01-01;2020-05-13;99.0;10;1;14;34;53
224972;['classic opm', 'manila sound', 'opm'];47;philippines;F;0;;1966.0;1994-10-14;2019-01-25;99.0;0;46;0;4;572
300378;['indie r&b', 'pop', 'pop rap'];71;us;M;0;;1987.0;2014-07-14;2020-05-29;99.0;7;6;23;32;155
371441;['country', 'country road', 'neo mellow'];66;us;M;0;;1974.0;2000-06-13;2020-05-01;99.0;2;10;26;13;149
230020;['eurodance', 'italo dance'];74;us;M;0;;1973.0;2004-01-01;2020-04-03;99.0;0;4;0;46;117
271658;['adoracao', 'brazilian gospel', 'electronica cristiana'];53;brazil;M;0;;1990.0;2013-10-14;2020-04-17;99.0;0;3;18;32;77
1468747;['modern rock', 'neo mellow', 'pop'];71;uk;M;0;;1990.0;2012-01-01;2019-04-05;99.0;3;11;3;36;214
2682785;['dance pop', 'pop', 'post-teen pop'];76;us;F;0;;1999.0;2011-01-21;2020-03-06;99.0;9;4;12;34;83
343094;['latin pop', 'spanish pop'];52;spain;M;0;;1982.0;2002-01-01;2019-02-08;99.0;17;22;22;6;303
1119201;['electropop', 'indie pop', 'indie poptimism'];73;uk;G;1;2011.0;;2013-01-01;2020-05-01;;0;31;0;19;510
919320;['hip hop', 'lgbtq+ hip hop', 'nyc rap'];72;us;F;0;;1992.0;2015-05-28;2020-05-22;99.0;0;5;18;39;112
833015;['british soul', 'dance pop', 'europop'];69;uk;F;0;;1981.0;2009-12-06;2020-04-10;99.0;0;8;0;42;204
260544;['dance pop', 'hip pop', 'pop rap'];50;us;F;0;;1989.0;2006-01-01;2020-05-08;99.0;5;5;28;28;104
338340;['turkish pop', 'turkish trap pop'];53;turkey;F;0;;1987.0;2015-01-01;2019-12-04;99.0;10;2;17;32;72
221290;['retro soul'];58;us;M;0;;1987.0;2009-09-29;2019-11-08;99.0;0;12;0;38;223
373466;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];70;brazil;G;1;2016.0;;2016-01-01;2020-04-30;;4;5;23;25;118
1642068;['alternative r&b', 'dance pop', 'deep pop r&b'];73;us;F;0;;1993.0;2014-01-01;2020-05-15;99.0;0;9;0;41;195
334184;['italian hip hop', 'trap italiana'];65;italy;M;0;;99.0;2017-07-04;2020-05-19;99.0;1;1;12;17;33
667921;['dance pop', 'hyphy', 'pop rap'];69;us;M;0;;1992.0;2013-01-01;2020-05-15;99.0;1;7;1;41;150
780306;['deep indian pop', 'filmi', 'ghazal'];61;india;M;0;;1955.0;2000-11-01;2020-04-16;99.0;0;50;0;0;685
287736;['axe', 'forro', 'funk carioca'];59;brazil;G;1;1988.0;;2007-01-01;2020-05-22;;11;14;15;24;260
1195053;['banda', 'cumbia', 'grupera'];68;mexico;M;0;;1991.0;2004-02-20;2018-12-14;99.0;0;50;0;0;603
333297;['adult standards', 'lounge', 'mellow gold'];66;us;F;0;;1950.0;1975-01-01;2015-01-23;2015.0;14;30;9;5;369
677926;['latin', 'latin hip hop', 'reggaeton'];64;dominican republic;G;1;2002.0;;2003-08-26;2020-05-28;;33;7;36;7;167
8975728;['hip hop', 'pittsburgh rap', 'pop rap'];87;us;M;0;;1987.0;2006-05-09;2020-05-29;99.0;0;41;0;9;596
401487;['contemporary country', 'country', 'country dawn'];59;us;F;0;;1970.0;1996-02-04;2018-10-12;99.0;20;11;20;10;134
521670;['spanish pop'];63;spain;M;0;;1984.0;2013-01-01;2020-05-22;99.0;18;7;33;11;109
1269426;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];49;brazil;G;1;2007.0;;2009-01-01;2020-02-28;;15;11;20;22;180
325863;['funk carioca', 'funk ostentacao'];60;brazil;M;0;;99.0;2018-03-28;2020-05-17;99.0;0;1;0;49;59
518023;['album rock', 'art rock', 'classic rock'];65;uk;M;0;;1948.0;1977-01-06;2020-05-22;99.0;33;13;29;2;162
445998;['turkish jazz', 'turkish pop', 'turkish rock'];54;turkey;F;0;;1980.0;2010-08-20;2020-03-08;99.0;11;8;31;12;119
449864;['swedish hip hop', 'swedish pop'];56;sweden;M;0;;1975.0;2000-02-06;2020-05-29;99.0;0;28;0;22;510
794718;['dark trap', 'emo rap', 'scream rap'];67;uk;M;0;;1994.0;2016-08-27;2020-05-29;99.0;0;10;5;29;190
458802;['adult standards', 'nashville sound'];63;us;F;0;;1932.0;1957-05-08;2012-01-01;1963.0;32;17;18;0;207
222536;['dutch hip hop', 'dutch pop', 'dutch urban'];60;netherlands;G;1;2012.0;;2014-01-01;2018-11-02;;5;4;22;27;101
882373;['italian alternative', 'italian arena pop', 'italian pop'];63;italy;G;1;2009.0;;2011-06-09;2019-10-24;;1;5;5;15;70
524443;['electropop', 'pop', 'pop rap'];79;us;M;0;;1988.0;2007-01-10;2019-08-30;99.0;25;2;36;13;35
1550910;['boy band', 'dance pop', 'europop'];74;ireland;G;1;1998.0;;1999-04-25;2019-11-15;;3;13;9;26;218
283280;['chutney', 'classic bollywood', 'filmi'];49;india;M;0;;1939.0;1984-05-27;2020-03-19;99.0;0;50;0;0;563
570718;['argentine rock', 'cumbia pop', 'cumbia santafesina'];67;argentina;G;1;1972.0;;1989-06-30;2019-12-27;;1;31;8;13;553
292914;['alternative rock', 'art punk', 'art rock'];60;us;G;1;1973.0;;1978-01-01;2020-05-16;;10;24;15;4;388
1741278;['desi pop', 'filmi', 'modern bollywood'];60;india;M;0;;1973.0;1995-01-01;2016-12-05;99.0;0;50;0;0;585
292461;['latin', 'salsa', 'tropical'];57;cuba;M;0;;1966.0;1992-01-01;2020-05-30;99.0;4;22;12;17;299
343541;['atl trap', 'dirty south rap', 'drill'];60;us;M;0;;1986.0;2012-10-24;2020-05-28;99.0;0;19;9;24;298
604596;['adoracao', 'brazilian gospel'];58;brazil;M;0;;1975.0;2011-08-20;2019-12-27;99.0;7;15;23;11;209
1311593;['colombian pop', 'cumbia', 'latin'];67;colombia;M;0;;1973.0;2000-12-07;2020-05-31;99.0;1;16;11;25;260
1482590;['german pop'];68;germany;M;0;;1983.0;2012-05-21;2020-05-01;99.0;6;6;12;33;166
743792;['pop punk', 'post-hardcore', 'screamo'];68;us;G;1;2001.0;;2002-06-25;2020-04-24;;0;24;1;25;343
356477;['g funk', 'gangster rap', 'hip hop'];68;us;M;0;;1963.0;1994-07-19;2019-08-05;99.0;0;13;0;37;361
1062470;['punk', 'rock'];60;uk;G;1;1975.0;;1976-11-26;2017-08-25;;18;13;32;4;303
1703105;['sertanejo pop', 'sertanejo universitario'];54;brazil;F;0;;1989.0;2015-10-16;2020-04-17;99.0;4;3;21;21;69
324487;['chanson', 'french pop', 'french rock'];63;france;M;0;;1953.0;1977-03-01;2020-03-27;99.0;7;23;18;9;406
367329;['alternative r&b', 'deep pop r&b', 'pop'];73;us;F;0;;1994.0;2016-02-14;2020-05-29;99.0;5;4;19;24;87
388083;['opm'];56;philippines;F;0;;1996.0;2015-01-01;2020-02-14;99.0;13;1;19;14;36
403797;['german soundtrack', 'scorecore', 'soundtrack'];75;germany;M;0;;1974.0;2006-10-03;2020-05-03;99.0;0;50;0;0;1113
250724;['alternative metal', 'groove metal', 'industrial metal'];54;uk;G;1;1998.0;;2004-01-01;2019-04-19;;0;26;1;23;380
1198890;['pop'];67;us;F;0;;2004.0;2016-11-18;2020-03-13;99.0;4;2;6;13;44
1201438;['funk carioca', 'sertanejo', 'sertanejo pop'];50;brazil;G;1;2006.0;;2011-10-02;2019-11-15;;6;4;27;27;103
10702502;['conscious hip hop', 'hip hop', 'nc hip hop'];87;us;M;0;;1985.0;2009-01-01;2020-04-17;99.0;9;18;16;17;310
2989449;['country rap', 'lgbtq+ hip hop', 'pop rap'];82;us;M;0;;1999.0;2019-04-29;2020-05-29;99.0;7;0;22;7;22
730848;['french hip hop'];60;democratic republic of the congo;M;0;;1995.0;2016-09-23;2020-04-17;99.0;8;4;32;20;87
576569;['colombian pop'];57;colombia;M;0;;1991.0;2015-01-01;2020-05-08;99.0;0;5;3;8;106
234421;['classic opm', 'manila sound', 'opm'];53;philippines;G;1;1969.0;;1980-01-01;2008-08-10;;32;17;30;1;184
1515841;['album rock', 'blues rock', 'classic rock'];70;us;G;1;1966.0;;1967-01-01;2019-10-11;;19;23;18;1;289
253973;['indie pop rap', 'post-teen pop', 'teen pop'];58;us;M;0;;1992.0;2012-07-29;2020-05-15;99.0;0;9;16;26;142
2918202;['sertanejo pop', 'sertanejo universitario'];73;brazil;M;0;;1995.0;2017-04-13;2020-05-30;99.0;26;4;31;18;97
337809;['electropop', 'pop'];72;us;G;1;2014.0;;2018-04-13;2020-05-15;;0;3;0;47;113
269463;['adult standards', 'quiet storm', 'soft rock'];61;us;M;0;;1952.0;1983-01-01;2019-05-17;2019.0;24;6;41;3;71
219589;['danish pop', 'europop'];60;denmark;F;0;;1982.0;2007-01-01;2020-04-17;99.0;0;27;0;23;446
431588;['bachata', 'latin', 'tropical'];61;dominican republic;G;1;1998.0;;2004-01-01;2019-06-14;;31;14;35;1;213
4289272;['funk carioca', 'pop nacional', 'sertanejo pop'];70;brazil;G;1;2004.0;;2004-01-01;2020-05-22;;15;7;17;26;143
330035;['contemporary country', 'country', 'country dawn'];55;us;F;0;;1983.0;2012-01-06;2020-04-17;99.0;7;2;17;9;33
292803;['italian arena pop', 'italian pop'];61;italy;G;1;2014.0;;2017-06-16;2020-03-13;;0;0;1;5;5
1507270;['italian hip hop'];75;italy;M;0;;1988.0;2012-11-30;2020-05-29;99.0;0;11;29;20;238
315394;['neon pop punk', 'pixie', 'pop emo'];67;us;G;1;2011.0;;2014-05-27;2019-08-23;;0;4;1;19;87
1294592;['german hip hop', 'german pop'];70;germany;M;0;;1990.0;2012-03-23;2020-02-13;99.0;1;5;15;29;139
508609;['crunk', 'dance pop', 'dirty south rap'];61;us;M;0;;1980.0;2003-01-01;2020-04-24;99.0;0;20;0;30;359
1177980;['contemporary country', 'country', 'country road'];68;us;M;0;;1969.0;2003-10-14;2019-05-10;99.0;7;5;10;7;66
1383236;['french hip hop', 'pop urbaine', 'rap francais'];74;france;M;0;;2000.0;2018-11-05;2020-05-29;99.0;14;6;20;24;129
804207;['country', 'country gospel', 'country road'];66;us;M;0;;1959.0;1965-05-11;2020-02-21;99.0;4;23;15;8;296
505335;['latin', 'latin alternative', 'latin arena pop'];65;mexico;G;1;1985.0;;1988-01-01;2019-10-25;;17;23;21;7;332
821166;['polish indie', 'polish pop', 'talent show'];66;poland;M;0;;1993.0;2012-10-05;2020-02-20;9.0;8;5;23;26;111
2201161;['alternative metal', 'alternative rock', 'funk metal'];72;us;G;1;1991.0;;1997-01-01;2020-04-17;;12;15;17;17;290
212749;['art rock', 'blues rock', 'british blues'];50;us;G;1;1969.0;;1969-01-01;2020-04-03;;23;5;45;0;40
4923955;['contemporary country', 'country', 'country road'];77;us;M;0;;1976.0;2001-07-31;2020-05-18;99.0;3;17;0;30;272
249653;['rap conciencia', 'spanish hip hop'];55;spain;M;0;;1977.0;1999-01-01;2020-04-17;99.0;0;18;11;23;286
1888268;['latin', 'latin alternative', 'latin rock'];72;mexico;G;1;1989.0;;1992-07-13;2019-10-22;;27;14;29;7;216
302301;['brazilian hip hop', 'funk ostentacao'];47;brazil;G;1;99.0;;1998-08-20;2018-11-17;;0;6;6;4;100
1912693;['latin', 'latin alternative', 'latin pop'];72;spain;G;1;1983.0;;1983-01-01;2019-03-15;;3;26;14;10;489
886306;['east coast hip hop', 'hardcore hip hop', 'hip hop'];65;us;M;0;;1968.0;1985-11-18;2020-05-29;99.0;0;33;0;17;540
1238679;['turkish pop', 'turkish rock', 'turkish singer-songwriter'];66;turkey;M;0;;1980.0;2005-02-14;2020-05-25;99.0;1;12;14;29;176
263482;['reggae fusion'];68;us;G;1;2006.0;;2006-01-01;2020-05-01;;3;7;15;22;127
536452;['nova mpb'];59;brazil;F;0;;1998.0;2016-04-15;2020-05-22;99.0;4;3;14;25;64
327074;['ambient', 'compositional ambient', 'electronica'];64;uk;M;0;;1979.0;2001-01-01;2020-05-07;99.0;0;20;0;30;300
1300362;['german hip hop'];72;germany;M;0;;1984.0;2005-12-22;2020-05-29;99.0;1;19;1;29;581
429336;['dance pop', 'funk', 'hip pop'];52;us;G;1;1984.0;;1991-01-01;2018-10-12;;23;14;31;5;202
248783;['afro house', 'drum and bass', 'house'];62;uk;M;0;;1977.0;2006-10-07;2020-03-27;99.0;0;12;0;38;250
4298054;['dance pop', 'hip pop', 'pop'];74;us;F;0;;1985.0;2004-09-27;2019-12-23;99.0;0;28;0;22;449
261592;['electra', 'minimal techno', 'russian electronic'];49;russia;F;0;;1989.0;2009-06-12;2020-03-27;99.0;6;14;11;27;232
231202;['australian pop'];64;australia;F;0;;1986.0;2014-07-25;2020-02-19;99.0;5;1;7;14;35
472637;['argentine rock', 'latin alternative', 'latin rock'];64;argentina;G;1;1987.0;;1992-01-01;2020-03-06;;20;20;22;8;320
234229;['country', 'country dawn'];50;us;F;0;;1964.0;1992-03-31;2020-02-12;99.0;14;13;30;9;194
293153;['channel pop', 'neo mellow', 'post-teen pop'];64;us;M;0;;1988.0;2007-07-24;2020-05-01;99.0;0;21;0;29;287
263300;['c-pop', 'mandopop', 'singaporean mandopop'];60;singapore;F;0;;1978.0;2000-01-01;2020-01-01;99.0;11;20;18;12;289
269703;['turkish pop'];57;turkey;M;0;;1978.0;2015-01-01;2019-05-16;99.0;2;2;4;6;20
279555;['dancehall', 'reggae fusion', 'soca'];61;us;M;0;;1973.0;1994-01-01;2019-09-06;99.0;0;50;0;0;770
334707;['modern southern rock', 'outlaw country', 'texas country'];71;us;M;0;;1980.0;2010-06-28;2020-05-22;99.0;0;10;5;18;138
5975109;['east coast hip hop', 'gangster rap', 'hip hop'];83;us;M;0;;1975.0;2003-06-02;2019-09-30;99.0;0;24;0;26;431
287826;['alternative r&b', 'chicago rap', 'deep pop r&b'];67;us;M;0;;1984.0;2012-01-01;2020-05-29;99.0;10;6;27;24;125
411868;['bossa nova', 'mpb', 'nova mpb'];55;brazil;F;0;;1964.0;1994-09-03;2020-05-08;99.0;3;17;24;9;270
371602;['j-idol', 'j-pop'];55;japan;F;0;;1983.0;2002-08-28;2019-01-30;99.0;0;37;0;13;526
475252;['afrofuturismo brasileiro', 'baile pop', 'brazilian hip hop'];55;brazil;F;0;;1987.0;2001-03-03;2020-02-28;99.0;10;5;27;23;82
2002510;['irish rock', 'pop rock'];75;ireland;F;0;;1989.0;1990-01-01;2019-10-24;99.0;5;30;0;15;556
357471;['adoracao', 'brazilian gospel'];58;brazil;M;0;;1974.0;2005-04-26;2020-05-22;99.0;0;16;19;13;197
270216;['brazilian hip hop'];42;brazil;G;1;1997.0;;2017-01-27;2020-05-22;;0;1;6;4;18
231080;['italian hip hop', 'trap italiana'];55;italy;M;0;;1986.0;2017-06-05;2020-05-15;99.0;0;1;6;19;39
303236;['francoton', 'french hip hop', 'french pop'];57;france;M;0;;1979.0;2006-01-01;2020-05-29;99.0;1;11;10;29;235
278765;['modern rock'];57;us;M;0;;1977.0;2014-12-06;2020-01-22;99.0;2;1;15;13;30
1978268;['atl hip hop', 'hip hop', 'melodic rap'];90;us;M;0;;1993.0;2016-10-15;2020-05-29;99.0;0;11;2;37;189
852874;['deep indian pop', 'desi pop', 'filmi'];65;india;M;0;;1984.0;2011-09-14;2020-03-19;99.0;0;1;0;49;60
1026747;['dance pop', 'girl group', 'hip hop'];63;us;G;1;1988.0;;1992-01-01;2019-07-26;;20;9;29;13;177
246202;['arkansas country', 'country', 'country road'];55;us;M;0;;1960.0;1991-01-01;2017-09-21;99.0;21;22;18;6;261
273046;['arabic hip hop', 'moroccan pop', 'rai'];56;tunisia;M;0;;1980.0;2009-01-01;2020-05-25;99.0;1;2;19;41;83
213390;['country rock', 'folk', 'folk rock'];65;us;F;0;;1947.0;1975-01-01;2020-05-13;99.0;1;41;0;8;539
285582;['brazilian gospel'];44;brazil;F;0;;1964.0;1998-05-22;2019-05-21;99.0;0;50;0;0;651
277686;['alternative r&b', 'melodic rap', 'pop rap'];85;us;M;0;;1994.0;2017-07-12;2020-03-26;99.0;3;2;16;28;68
245118;['dance pop', 'grime', 'hip house'];64;uk;M;0;;1982.0;2007-10-09;2020-05-08;99.0;0;26;0;24;384
987825;['dance pop', 'pop', 'pop rap'];73;us;M;0;;1988.0;2009-01-01;2020-02-07;99.0;7;14;8;28;274
1411347;['r&b en espanol', 'spanish hip hop', 'trap espanol'];80;spain;M;0;;1993.0;2015-10-17;2020-04-26;99.0;1;5;8;37;89
337960;['latin hip hop', 'mexican hip hop'];57;mexico;M;0;;1993.0;2016-01-01;2020-05-20;99.0;0;5;0;45;140
1053760;['chutney', 'classic bollywood', 'desi pop'];58;india;F;0;;1933.0;2007-01-01;2020-05-11;99.0;0;50;0;0;646
