name_original,followers,genres,popularity,nationality,sex,group,founded,born,first_release,last_release,died,compilations,total_albums,total_appears_on,total_singles,total_tracks
Neo Pistea,529092,"['argentine hip hop', 'trap argentino']",69,argentina,M,0,,1994.0,2016-10-21,2020-05-14,99.0,0,0,26,42,49
Kadim Al Sahir,260368,"['arab pop', 'iraqi pop']",42,iraq,M,0,,1957.0,1995-01-01,2018-04-11,99.0,10,16,12,8,145
TAEMIN,1105332,['k-pop'],63,south korea,M,0,,1993.0,2014-08-19,2019-08-04,99.0,1,4,6,23,124
Ronny J,247509,"['dark trap', 'melodic rap', 'miami hip hop']",63,us,M,0,,1992.0,2017-10-27,2020-05-29,99.0,1,1,18,19,34
Kurupt,338588,"['g funk', 'gangster rap', 'hardcore hip hop']",65,us,M,0,,1972.0,1998-06-10,2020-04-02,99.0,0,18,0,31,365
India.Arie,570777,"['neo soul', 'r&b', 'urban contemporary']",60,us,F,0,,1975.0,2001-01-01,2020-03-06,99.0,5,22,6,22,398
Zuna,772196,"['albanian hip hop', 'deep german hip hop', 'german hip hop']",71,germany,G,1,1993.0,,2013-07-18,2020-03-27,,0,3,10,19,73
Kellie Pickler,561301,"['contemporary country', 'country', 'country dawn']",49,us,F,0,,1986.0,2006-10-31,2019-10-18,99.0,19,7,26,14,100
Eddie Santiago,532751,"['latin', 'salsa', 'salsa puertorriquena']",65,puerto rico,M,0,,1955.0,1986-01-01,2019-12-12,99.0,18,23,22,4,342
Min,287503,['v-pop'],51,vietnam,F,0,,1988.0,2014-06-03,2020-05-28,99.0,0,0,5,23,31
Bassnectar,549688,"['bass trap', 'breakbeat', 'brostep']",64,us,M,0,,1978.0,2002-06-18,2020-05-22,99.0,4,15,14,23,255
Bethel Music,906892,"['ambient worship', 'ccm', 'christian music']",75,us,M,0,,2001.0,2010-12-10,2020-05-29,99.0,1,21,2,21,311
Bruce Springsteen,3067640,"['classic rock', 'heartland rock', 'mellow gold']",79,us,M,0,,1949.0,1973-05-01,2019-10-25,99.0,0,32,0,18,622
Dosseh,534948,"['francoton', 'french hip hop', 'pop urbaine']",68,france,M,0,,1985.0,2011-01-01,2020-02-20,99.0,12,16,17,17,261
Alison Wonderland,363516,"['aussietronica', 'brostep', 'edm']",63,australia,F,0,,1986.0,2013-01-01,2020-04-10,99.0,15,5,16,29,137
MAN WITH A MISSION,603126,"['anime rock', 'j-pop', 'j-poprock']",61,japan,G,1,2010.0,,2011-08-06,2020-05-13,,0,16,0,34,269
Eladio Carrion,221895,"['reggaeton flow', 'trap argentino', 'trap latino']",76,us,M,0,,1994.0,2017-04-21,2020-05-08,99.0,1,1,3,46,62
Keke Palmer,350163,"['deep pop r&b', 'post-teen pop']",61,us,F,0,,1993.0,2006-11-28,2020-05-15,99.0,14,1,25,26,45
Belle & Sebastian,462697,"['alternative rock', 'anti-folk', 'baroque pop']",62,uk,G,1,1994.0,,1996-01-01,2019-09-13,,0,49,0,1,714
Sfera Ebbasta,3771171,['italian hip hop'],75,italy,M,0,,1992.0,2015-03-03,2020-05-21,99.0,1,9,27,18,131
JEANS,273560,"['dance pop', 'latin', 'latin arena pop']",54,mexico,G,1,1996.0,,1996-01-01,2020-03-27,,3,11,3,8,172
Aitch,351669,['manchester hip hop'],76,uk,M,0,,1999.0,2017-09-12,2020-05-29,99.0,0,5,5,42,84
Lenin Ramírez,848514,['regional mexican pop'],73,mexico,M,0,,1989.0,2015-03-24,2020-05-01,99.0,0,10,22,23,167
Kelsea Ballerini,769303,"['contemporary country', 'pop', 'post-teen pop']",77,us,F,0,,1993.0,2014-09-12,2020-04-20,99.0,5,8,16,28,154
Só Pra Contrariar,426842,"['axe', 'pagode', 'sertanejo']",61,brazil,G,1,1989.0,,1980-04-01,2019-09-27,,22,21,26,3,312
Abou Debeing,298247,"['francoton', 'french hip hop', 'pop urbaine']",54,france,M,0,,1989.0,2015-06-18,2020-03-06,99.0,4,2,20,34,80
Highly Suspect,385148,"['modern alternative rock', 'modern rock', 'rock']",66,us,G,1,2009.0,,2015-03-17,2020-05-01,,0,5,0,15,76
Shane & Shane,216438,"['anthem worship', 'ccm', 'christian alternative rock']",67,us,G,1,2001.0,,2002-05-23,2020-05-28,,0,43,0,6,506
DJ Antoine,478109,"['dance pop', 'edm', 'pop rap', 'tropical house']",67,switzerland,M,0,,1975.0,2014-03-17,2019-06-21,99.0,0,50,0,0,1023
Leo Santana,1039189,"['axe', 'funk carioca', 'pagode']",73,brazil,M,0,,1988.0,2014-08-04,2020-05-08,99.0,0,6,0,44,147
Sia,16193939,"['australian dance', 'australian pop', 'dance pop']",86,australia,F,0,,1975.0,2003-01-01,2020-05-20,99.0,0,39,0,11,552
Ulises Bueno,983588,"['cuarteto', 'cumbia pop', 'cumbia villera']",62,argentina,M,0,,1985.0,2007-08-08,2020-01-31,99.0,3,23,9,19,370
Orochi,281524,"['brazilian hip hop', 'funk carioca']",75,brazil,G,0,,1999.0,2015-07-12,2020-03-27,99.0,0,1,21,36,57
Ramon Ayala Y Sus Bravos Del Norte,211899,"['norteno', 'regional mexican']",66,mexico,G,1,1977.0,,1995-01-01,2020-04-03,,0,50,0,0,723
Los Angeles Azules,2953051,"['grupera', 'gruperas inmortales', 'nu-cumbia']",78,mexico,G,1,1976.0,,1993-01-01,2020-05-23,,0,26,0,24,343
Nao,367259,"['alternative r&b', 'electropop', 'indie r&b']",65,uk,F,0,,1987.0,2014-08-12,2020-05-07,99.0,9,3,27,25,104
Sonu Nigam,2897655,"['desi pop', 'filmi', 'modern bollywood']",67,india,M,0,,1973.0,2010-03-16,2020-04-06,99.0,0,50,0,0,594
Seal,1031374,"['british soul', 'soft rock']",67,uk,M,0,,1963.0,1991-01-01,2019-07-12,99.0,0,23,0,27,386
Natanael Cano,476116,['corrido'],81,mexico,M,0,,2001.0,2018-10-07,2020-05-29,99.0,0,4,14,30,97
Charlie Wilson,607775,"['neo soul', 'new jack swing', 'quiet storm']",62,us,M,0,,1953.0,1992-01-01,2020-03-08,99.0,16,9,24,19,137
Seksendört,498421,"['turkish pop', 'turkish rock']",56,turkey,G,1,1999.0,,2005-01-01,2019-04-18,,14,6,14,11,80
S.Pri Noir,334481,"['francoton', 'french hip hop', 'pop urbaine']",66,france,M,0,,99.0,2012-06-14,2020-04-17,99.0,5,4,26,24,86
Paul Kalkbrenner,790916,"['electronica', 'german techno', 'leipzig electronic']",67,germany,M,0,,1977.0,2000-04-12,2020-02-28,99.0,1,11,2,37,198
Lenny Tavárez,627061,"['latin', 'trap argentino']",89,puerto rico,G,1,2009.0,,2016-07-15,2020-05-29,,0,0,0,50,54
Deniece Williams,228676,"['classic soul', 'disco', 'funk']",56,us,F,0,,1951.0,1976-01-01,2020-02-07,99.0,18,21,27,4,256
Amaral,449055,"['cantautor', 'latin arena pop', 'latin pop']",65,spain,G,1,1997.0,,1998-01-01,2019-09-06,,0,18,9,23,350
Rose Royce,251681,"['classic soul', 'disco', 'funk']",55,us,G,1,1973.0,,1976-01-01,2020-01-31,,14,11,24,6,116
Khalid,11183730,"['alternative r&b', 'pop']",93,us,M,0,,1998.0,2017-04-27,2020-05-01,99.0,0,5,0,45,107
Giggs,318461,"['grime', 'london rap', 'uk hip hop']",68,uk,M,0,,1983.0,2008-04-08,2020-04-03,99.0,0,7,17,29,146
Lauren Alaina,354536,"['contemporary country', 'country', 'country dawn']",73,us,F,0,,1994.0,2011-01-01,2020-05-22,99.0,24,5,35,13,90
Barns Courtney,293164,"['modern alternative rock', 'modern rock', 'rock']",66,uk,M,0,,1990.0,2015-10-23,2019-09-06,99.0,26,2,31,18,48
Tegan and Sara,493714,"['canadian indie', 'indie pop', 'indie poptimism']",61,canada,G,1,1998.0,,1999-06-04,2019-09-27,,1,17,2,30,349
Yellow Claw,888576,"['bass trap', 'brostep', 'edm']",70,netherlands,G,1,2010.0,,2015-11-20,2020-04-29,,0,18,0,32,315
Popcaan,398953,"['dancehall', 'reggae fusion']",69,jamaica,M,0,,1988.0,2012-06-26,2020-05-29,99.0,0,14,0,36,208
Z-Ro,391997,"['dirty south rap', 'gangster rap', 'houston rap']",61,us,M,0,,1977.0,2002-07-04,2020-04-08,99.0,0,50,0,0,798
Devin The Dude,218173,"['dirty south rap', 'gangster rap', 'hip hop']",59,us,M,0,,1970.0,1996-08-13,2020-05-19,99.0,1,27,12,13,447
Young Buck,578289,"['crunk', 'dirty south rap', 'gangster rap']",62,us,M,0,,1981.0,2004-01-01,2019-10-25,99.0,1,50,0,0,889
Sugarland,1176786,"['contemporary country', 'country', 'country dawn']",63,us,G,1,2002.0,,2004-01-01,2020-02-28,,17,15,23,12,199
Pino Daniele,438910,"['""canzone d\\\'autore"", \\\'canzone napoletana', 'classic italian pop', 'folk rock italiano']",62,italy,M,0,,1955.0,1979-01-01,2018-06-01,2015.0,0,40,0,10,794
Ira!,660570,"['brazilian rock', 'mpb', 'rock gaucho']",59,brazil,G,1,1981.0,,1985-10-05,2020-05-01,,23,17,29,4,288
Harold Melvin & The Blue Notes,275102,"['classic soul', 'disco', 'funk']",57,us,G,1,1954.0,,1972-01-01,2018-12-20,,31,15,12,4,161
Gers Pardoel,251970,"['dutch hip hop', 'dutch pop', 'dutch rock']",59,netherlands,M,0,,1981.0,2011-01-01,2020-05-29,99.0,0,5,0,45,127
Carlos Rivera,1534759,"['latin', 'latin arena pop', 'latin pop']",78,mexico,M,0,,1986.0,2007-01-01,2020-05-29,99.0,3,12,25,18,215
Beatsteaks,251160,"['german indie', 'german pop', 'german punk']",56,germany,G,1,1995.0,,1997-05-31,2018-03-20,,0,14,0,36,340
Zara Larsson,7032467,"['dance pop', 'edm', 'pop']",83,sweden,F,0,,1997.0,2014-01-01,2020-03-27,99.0,0,7,0,43,169
Peter Bjorn and John,277398,"['alternative dance', 'baroque pop', 'dance-punk']",62,sweden,M,0,,1999.0,2002-01-11,2020-03-13,99.0,0,24,0,26,337
No Te Va Gustar,1250727,"['cumbia pop', 'latin alternative', 'latin rock']",70,uruguay,G,1,1994.0,,1999-01-01,2020-04-24,,4,29,8,13,437
Hannah Montana,2685800,"['dance pop', 'pop', 'post-teen pop']",67,us,X,0,,2006.0,2006-01-01,2019-10-01,99.0,29,11,27,8,174
DIVINE,1378412,"['desi hip hop', 'desi pop', 'hindi hip hop']",62,india,F,0,,1988.0,2015-04-16,2020-05-29,99.0,6,1,29,35,51
Sadek,715444,"['francoton', 'french hip hop', 'pop urbaine']",61,france,M,0,,1991.0,2011-10-21,2020-04-17,99.0,2,6,3,41,131
Armaan Malik,4643449,"['desi pop', 'filmi', 'modern bollywood']",70,india,M,0,,1995.0,2014-01-01,2020-05-21,99.0,0,2,0,48,63
Breno & Caio Cesar,435448,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",54,brazil,G,1,2010.0,,2015-11-05,2020-04-25,,3,2,26,26,76
James Morrison,1201016,"['neo mellow', 'neo soul', 'pop']",67,uk,M,0,,1984.0,2006-01-01,2019-10-18,99.0,0,16,0,34,268
Ashanti,1767285,"['dance pop', 'hip hop', 'hip pop']",72,us,F,0,,1980.0,2002-01-01,2019-08-09,99.0,0,24,0,26,345
Dave Matthews Band,1283690,"['jam band', 'neo mellow', 'pop rock']",71,us,M,0,,1991.0,1994-02-22,2018-06-08,99.0,0,50,0,0,965
JoJo,1558961,"['dance pop', 'hip pop', 'pop']",67,us,F,0,,1990.0,2005-09-30,2020-05-29,99.0,6,6,15,32,131
AnnenMayKantereit,772582,"['cologne indie', 'german pop', 'german singer-songwriter']",73,germany,G,1,2011.0,,2015-10-16,2020-02-07,,3,3,5,22,78
Stereophonics,952470,"['britpop', 'modern rock', 'neo mellow']",69,uk,G,1,1992.0,,1997-01-01,2020-05-14,,0,43,0,7,577
John Legend,4955308,"['neo mellow', 'neo soul', 'pop']",82,us,M,0,,1978.0,2003-10-06,2020-05-18,99.0,0,11,0,39,203
Casa De Leones,278841,"['latin', 'latin hip hop', 'reggaeton']",52,puerto rico,G,1,2007.0,,2007-12-06,2007-12-18,,11,6,24,2,104
Jim Reeves,207477,"['adult standards', 'brill building pop', 'nashville sound']",59,us,M,0,,1923.0,1963-08-10,2016-04-08,1964.0,7,43,0,0,762
Paolo Nutini,901572,"['british soul', 'neo mellow', 'scottish singer-songwriter']",68,uk,M,0,,1987.0,2006-05-29,2014-08-22,99.0,2,10,23,17,168
Emicida,1482274,"['afrofuturismo brasileiro', 'brazilian hip hop', 'brazilian rock']",68,brazil,M,0,,1985.0,2009-01-01,2020-05-07,99.0,0,18,0,32,315
Godsmack,1757785,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge', 'rap metal']",71,us,G,1,1995.0,,1998-01-01,2018-04-27,,10,27,10,13,362
MC Hollywood,304933,"['brega funk', 'funk carioca', 'funk ostentacao']",49,brazil,M,0,,99.0,2017-09-20,2020-05-30,99.0,0,0,0,50,50
Cher Lloyd,2147493,"['dance pop', 'electropop', 'pop']",66,uk,F,0,,1993.0,2011-07-31,2020-04-24,99.0,17,5,21,26,109
Cardi B,11118118,"['pop', 'pop rap', 'rap']",87,us,F,0,,1992.0,2015-10-12,2020-05-28,99.0,1,4,7,40,92
Alessandra Amoroso,877165,"['italian arena pop', 'italian pop', 'italian pop rock']",63,italy,F,0,,1986.0,2009-03-04,2019-12-24,99.0,8,14,25,13,210
Mike WiLL Made-It,1020228,"['atl hip hop', 'hip hop', 'pop rap']",75,us,M,0,,1989.0,2011-12-28,2020-05-29,99.0,12,13,20,21,256
GLK,325707,"['french hip hop', 'pop urbaine', 'rap francais']",68,france,M,0,,1993.0,2015-01-01,2020-03-27,99.0,15,5,16,29,107
Kacey Musgraves,744068,"['contemporary country', 'country dawn', 'pop']",76,us,F,0,,1988.0,2007-01-23,2020-04-22,99.0,18,7,27,16,122
Leon Bridges,973170,"['funk', 'modern blues', 'soul']",77,us,M,0,,1989.0,2015-03-02,2020-04-10,99.0,14,5,24,24,105
Starlito,212336,"['deep southern trap', 'dirty south rap', 'gangster rap']",53,us,M,0,,1984.0,2010-02-03,2020-05-01,99.0,0,18,15,21,259
Bliss n Eso,241465,['australian hip hop'],61,australia,G,1,2000.0,,2004-08-23,2019-03-01,,1,7,6,16,144
Ricardo Arjona,4766004,"['cantautor', 'latin', 'latin arena pop']",77,guatemala,M,0,,1964.0,1992-01-01,2020-05-29,99.0,5,34,10,7,554
Lil Wayne,8997880,"['hip hop', 'new orleans rap', 'pop rap']",89,us,M,0,,1982.0,2008-01-01,2020-05-29,99.0,0,50,0,0,861
Seven Kayne,553574,"['argentine hip hop', 'trap argentino', 'trap latino']",59,argentina,M,0,,1999.0,2017-11-20,2020-05-21,99.0,0,0,4,20,22
Yalın,589820,['turkish pop'],65,turkey,M,0,,1980.0,2004-03-24,2020-04-10,99.0,3,13,6,31,249
Laleh,684377,['swedish pop'],61,sweden,F,0,,1982.0,2005-01-01,2020-04-16,99.0,0,12,0,38,190
De La Ghetto,3813404,"['latin', 'latin hip hop', 'reggaeton']",78,us,M,0,,1984.0,2008-10-14,2020-05-15,99.0,0,3,0,47,100
August Alsina,1928963,"['dance pop', 'deep pop r&b', 'pop']",67,us,M,0,,1992.0,2013-01-01,2019-12-06,99.0,16,15,16,19,231
Ogie Alcasid,290973,"['classic opm', 'opm']",50,philippines,M,0,,1967.0,1992-01-01,2020-04-17,99.0,13,23,15,12,343
Swizz Beatz,272398,"['battle rap', 'hip hop', 'pop rap']",66,us,M,0,,1978.0,2006-01-01,2020-04-24,99.0,9,3,24,32,69
Majoe,241765,"['deep german hip hop', 'german hip hop']",63,germany,M,0,,1989.0,2012-04-27,2020-05-29,99.0,0,9,10,32,306
Nívea Soares,619621,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']",58,brazil,F,0,,1976.0,2003-06-03,2020-05-29,99.0,4,11,28,21,148
Paulina Rubio,1542501,"['dance pop', 'latin', 'latin arena pop']",69,mexico,F,0,,1971.0,1992-01-01,2020-03-20,99.0,0,44,0,6,633
SSIO,345284,"['deep german hip hop', 'german hip hop']",63,germany,M,0,,1989.0,2013-08-16,2020-05-29,99.0,2,4,24,9,126
Sigala,1099601,"['dance pop', 'edm', 'pop']",77,uk,M,0,,1992.0,2016-08-01,2020-02-14,99.0,0,3,0,47,134
RIKI,470213,"['italian arena pop', 'italian pop']",54,italy,M,0,,1992.0,2017-01-01,2020-02-05,99.0,0,3,1,9,53
GoldLink,612365,"['alternative r&b', 'dmv rap', 'hip hop']",73,us,M,0,,1993.0,2015-10-03,2019-12-12,99.0,0,6,0,44,132
Lil Durk,1478836,"['chicago drill', 'chicago rap', 'drill']",79,us,M,0,,1993.0,2012-03-04,2020-05-08,99.0,0,28,0,22,407
Celtic Woman,309277,"['celtic', 'operatic pop']",61,ireland,G,1,2004.0,,2007-01-01,2020-02-27,,0,50,0,0,875
MC Dede,701676,"['funk carioca', 'funk ostentacao']",54,brazil,M,0,,1990.0,2015-11-27,2020-05-23,99.0,0,0,0,50,53
Dobre Brothers,299290,['social media pop'],45,us,G,1,2015.0,,2020-03-21,2020-05-01,,0,0,0,2,2
Patti LaBelle,502852,"['disco', 'funk', 'motown']",56,us,F,0,,1944.0,1963-01-01,2019-04-19,99.0,12,27,0,11,342
The D.O.C.,225363,"['electro', 'g funk', 'gangster rap']",44,us,M,0,,1968.0,1989-01-01,2019-08-23,99.0,14,3,26,1,53
Mark Chesnutt,356223,"['country', 'country road', 'country rock']",59,us,M,0,,1963.0,1990-01-01,2020-04-17,99.0,22,19,24,5,224
Count Basie,241349,"['adult standards', 'bebop', 'big band']",67,us,M,0,,1904.0,1998-01-01,2020-04-24,1984.0,0,50,0,0,1189
Intocable,1331739,"['banda', 'grupera', 'latin']",73,us,G,1,1994.0,,1994-01-01,2019-03-15,,0,43,0,7,631
Martin Jensen,821507,"['big room', 'dance pop', 'danish electronic']",74,denmark,M,0,,1991.0,2017-08-18,2020-05-15,99.0,0,0,0,50,78
YFN Lucci,1421000,"['atl hip hop', 'atl trap', 'melodic rap']",68,us,M,0,,1991.0,2015-04-09,2020-05-19,99.0,1,15,8,29,295
Arijit Singh,13252194,"['desi pop', 'filmi', 'modern bollywood']",81,india,M,0,,1987.0,2014-06-17,2020-05-29,99.0,0,14,0,36,206
A-Mei Chang,310972,"['c-pop', 'mandopop']",60,taiwan,F,0,,1972.0,1997-01-01,2019-06-17,99.0,2,26,7,19,381
Lila Downs,288091,"['latin alternative', 'nueva cancion', 'oaxaca indie']",61,mexico,F,0,,1968.0,1999-01-01,2020-05-15,99.0,7,21,15,16,325
Ashley Tisdale,824142,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",61,us,F,0,,1985.0,2006-01-01,2020-05-29,99.0,0,5,10,35,156
Ana Torroja,361396,"['latin', 'latin arena pop', 'latin pop']",61,spain,F,0,,1959.0,1997-04-07,2019-12-20,99.0,26,12,30,8,188
Legião Urbana,3408834,"['brazilian punk', 'brazilian rock', 'mpb']",70,brazil,G,1,1982.0,,1985-01-01,2015-05-04,,29,16,30,0,239
Joss Stone,804789,"['british soul', 'neo soul', 'pop rock']",61,uk,M,0,,1987.0,2003-01-01,2020-04-20,99.0,0,31,0,19,429
Frenna,409039,"['dutch hip hop', 'dutch pop']",76,netherlands,M,0,,1991.0,2015-07-31,2020-05-22,99.0,0,5,1,44,142
Achille Lauro,485605,"['italian alternative', 'italian hip hop', 'italian pop']",70,italy,M,0,,1990.0,2014-01-13,2020-05-01,99.0,2,8,22,28,161
KYLE,868821,"['pop', 'pop rap', 'rap']",75,us,M,0,,1993.0,2013-04-05,2020-05-18,99.0,0,6,0,44,148
Gurdas Maan,236855,"['bhangra', 'desi pop', 'filmi']",41,india,M,0,,1957.0,1989-05-20,2018-07-21,99.0,0,50,0,0,492
KHEA,1825272,"['argentine hip hop', 'trap argentino']",78,argentina,M,0,,2000.0,2017-08-19,2020-05-30,99.0,0,1,13,42,52
Migos,10291490,"['atl hip hop', 'hip hop', 'pop rap']",83,us,G,1,2008.0,,2011-08-25,2020-05-22,,0,22,0,28,386
Charli XCX,1986360,"['candy pop', 'dance pop', 'electropop']",77,uk,F,0,,1992.0,2013-12-04,2020-05-15,99.0,0,15,0,35,254
DJ Quik,482592,"['g funk', 'gangster rap', 'hardcore hip hop']",57,us,M,0,,1970.0,1991-01-01,2020-05-27,99.0,12,17,18,9,286
MC MM,771182,"['funk carioca', 'funk ostentacao']",52,brazil,M,0,,1991.0,2015-01-24,2020-05-27,99.0,0,3,0,47,82
Inigo Pascual,324944,['opm'],54,philippines,M,0,,1997.0,2016-07-10,2020-05-01,99.0,6,1,16,31,48
T3R Elemento,1357656,"['norteno', 'regional mexican pop']",75,us,G,1,2015.0,,2016-03-29,2020-05-22,,0,7,8,37,134
Aerosmith,8336197,"['album rock', 'classic rock', 'hard rock']",79,us,G,1,1970.0,,1973-01-01,2017-12-22,,17,27,7,3,334
MC Rick,497539,"['funk bh', 'funk carioca', 'funk ostentacao']",64,brazil,M,0,,2001.0,2018-07-05,2020-05-17,99.0,0,1,0,49,57
Pimpinela,847621,"['cancion melodica', 'latin', 'latin pop']",62,argentina,G,1,1981.0,,1982-07-15,2020-03-04,,11,27,18,6,409
Namika,469397,['german pop'],59,germany,F,0,,1991.0,2015-05-19,2019-11-22,99.0,7,3,18,23,117
Jeezy,1518771,"['atl hip hop', 'crunk', 'dirty south rap']",74,us,M,0,,1977.0,2004-01-01,2020-03-27,99.0,0,50,0,0,801
Sabotage,687971,"['brazilian hip hop', 'brazilian reggae', 'funk ostentacao']",57,brazil,M,0,,1973.0,2014-11-20,2018-11-23,99.0,1,2,12,11,36
BoA,445589,"['j-idol', 'k-pop']",57,south korea,F,0,,1986.0,2000-08-01,2020-02-20,99.0,0,27,0,23,387
NoCap,220427,"['alabama rap', 'atl trap', 'trap']",64,us,M,0,,1998.0,2018-09-02,2020-05-30,99.0,1,5,18,29,98
Jonas Brothers,3931273,"['boy band', 'dance pop', 'pop']",84,us,G,1,2005.0,,2006-08-08,2020-05-29,,18,10,28,13,157
Rae Sremmurd,5767113,"['hip hop', 'melodic rap', 'pop rap']",78,us,G,1,2013.0,,2014-01-01,2018-12-21,,25,8,28,14,140
Kapanga,267443,"['argentine reggae', 'argentine rock', 'latin alternative']",51,argentina,G,1,1995.0,,1998-01-01,2020-05-15,,11,13,22,12,227
Vitão,594818,['pop nacional'],75,brazil,M,0,,1999.0,2019-01-02,2020-05-29,99.0,21,1,27,25,45
Passenger,2519618,"['folk-pop', 'neo mellow', 'pop']",76,uk,M,0,,1984.0,2007-01-01,2020-05-22,99.0,0,34,0,16,500
Buray,783109,['turkish pop'],60,turkey,M,0,,1984.0,2014-07-13,2020-03-27,99.0,3,4,14,12,51
Jads & Jadson,493104,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional']",62,brazil,G,1,1990.0,,2003-01-01,2020-04-09,,1,16,23,20,262
Hayko Cepkin,401060,"['anadolu rock', 'turkish alternative', 'turkish alternative rock']",57,turkey,M,0,,1978.0,2006-01-01,2020-05-05,99.0,13,6,32,16,92
GENERATIONS from EXILE TRIBE,508946,"['j-division', 'j-pop', 'j-pop boy group']",62,japan,G,1,2012.0,,2012-11-21,2020-05-29,,0,11,0,39,292
Yuri,1015888,"['grupera', 'latin', 'latin pop']",69,mexico,F,0,,1964.0,1993-01-01,2020-05-05,99.0,0,34,0,16,481
Jamily,259429,['brazilian gospel'],45,brazil,F,0,,1992.0,2004-05-11,2020-03-26,99.0,1,11,4,10,167
Edith Márquez,617990,"['bolero', 'grupera', 'latin']",62,mexico,F,0,,1973.0,1998-04-24,2019-05-31,99.0,0,27,16,8,413
Naps,724841,"['french hip hop', 'pop urbaine', 'rap marseille']",74,france,M,0,,1991.0,2015-02-13,2020-05-07,99.0,0,7,0,43,208
Maren Morris,462096,"['contemporary country', 'pop', 'texas country']",78,us,F,0,,1990.0,2015-12-14,2019-12-13,99.0,24,2,36,12,49
Kevin Ortiz,350790,"['banda', 'regional mexican', 'regional mexican pop']",52,us,M,0,,1995.0,2013-07-16,2019-09-20,99.0,1,4,8,9,58
Ariel Camacho y Los Plebes Del Rancho,2072235,"['banda', 'regional mexican pop']",67,mexico,G,1,2013.0,,2014-01-01,2017-02-24,,3,2,5,6,40
Gabrielle Aplin,540679,"['acoustic pop', 'dance pop', 'indie poptimism']",69,uk,F,0,,1992.0,2010-09-13,2020-05-22,99.0,0,11,0,39,269
I Belong to the Zoo,950317,"['opm', 'pinoy indie', 'pinoy rock']",63,philippines,M,0,,99.0,2016-12-18,2020-05-14,1977.0,0,1,8,13,26
Toby Love,366573,"['bachata', 'latin', 'latin hip hop']",57,us,M,0,,1985.0,2002-06-11,2020-04-22,99.0,14,11,22,22,180
Yener Çevik,390761,"['turkish hip hop', 'turkish trap', 'turkish trap pop']",58,turkey,M,0,,1979.0,2011-01-01,2020-04-17,99.0,0,4,11,43,92
Lilly Goodman,624275,"['latin christian', 'latin worship']",62,dominican republic,F,0,,1980.0,2000-01-01,2020-05-22,99.0,4,8,23,8,142
Yoga Lin,237506,['mandopop'],63,taiwan,M,0,,1987.0,2008-01-06,2019-11-25,99.0,0,26,0,24,417
Zakk Wylde,325852,"['groove metal', 'metal']",57,us,M,0,,1967.0,1999-01-01,2019-09-13,99.0,15,6,42,16,106
Antonio Aguilar,1002308,"['banda', 'grupera', 'mariachi']",70,mexico,M,0,,1919.0,2009-03-24,2020-05-18,2007.0,0,50,0,0,624
El Arrebato,390141,['spanish pop'],59,spain,M,0,,1969.0,2001-01-01,2020-01-31,99.0,6,13,22,16,174
Greeicy,1867455,"['colombian pop', 'latin', 'latin pop']",75,colombia,F,0,,1992.0,2017-02-24,2020-05-29,99.0,0,1,14,35,47
Mayonnaise,415191,"['opm', 'pinoy rock']",58,philippines,G,1,2002.0,,2008-02-07,2020-05-05,,7,9,10,13,143
Edward Sharpe & The Magnetic Zeros,880744,"['chamber pop', 'indie folk', 'indie pop']",65,us,G,1,2007.0,,2006-01-01,2019-09-13,,10,21,13,10,283
Israel & Rodolffo,585029,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",66,brazil,G,1,2009.0,,2012-01-01,2020-05-29,,0,9,24,29,206
Waylon Jennings,708590,"['country', 'country rock', 'outlaw country']",70,us,M,0,,1937.0,1970-01-03,,2002.0,0,50,0,0,769
Frank Sinatra,3781056,"['adult standards', 'easy listening', 'lounge']",79,us,M,0,,1915.0,1962-11-01,2020-05-15,1998.0,0,50,0,0,962
Gigolo Y La Exce,209291,"['perreo', 'reggaeton', 'reggaeton flow']",67,puerto rico,G,1,2015.0,,2015-10-12,2020-05-22,,1,0,19,44,54
SEUNGRI,369307,['k-pop'],61,south korea,M,0,,1990.0,2011-01-01,2018-07-20,99.0,0,2,6,5,36
Glasperlenspiel,310521,"['german pop', 'metropopolis']",56,germany,G,1,2003.0,,2011-01-01,2020-04-24,,10,5,20,19,124
Elevation Worship,829463,"['ccm', 'christian music', 'world worship']",76,us,G,1,2007.0,,2010-03-08,2020-05-01,,10,14,11,25,243
Pav Dharia,470004,"['bhangra', 'desi pop', 'punjabi pop']",52,australia,M,0,,1989.0,2010-01-01,2020-05-08,99.0,0,0,6,49,49
Alex Ubago,1144928,"['latin', 'latin arena pop', 'latin pop']",67,spain,M,0,,1981.0,2001-09-21,2020-05-31,99.0,0,15,10,28,241
Shafqat Amanat Ali,367664,"['classic pakistani pop', 'desi pop', 'filmi']",54,pakistan,M,0,,1965.0,2008-09-09,2018-12-29,99.0,13,6,26,29,134
Pouya,544351,"['dark trap', 'emo rap', 'miami hip hop']",74,us,M,0,,1994.0,2012-01-06,2020-05-08,99.0,0,6,13,33,118
Cristian Castro,1408738,"['latin', 'latin arena pop', 'latin pop']",71,mexico,M,0,,1974.0,1997-01-01,2020-04-10,99.0,0,47,0,3,673
